store_nbr,item_nbr,date,unit_sales,year,month,day,day_of_week
26,315176,2013-10-23,7.0,2013,10,23,2
26,315176,2013-10-24,3.0,2013,10,24,3
26,315176,2013-10-25,4.0,2013,10,25,4
26,315176,2013-10-26,3.0,2013,10,26,5
26,315176,2013-10-27,24.0,2013,10,27,6
26,315176,2013-10-28,18.0,2013,10,28,0
26,315176,2013-10-29,8.0,2013,10,29,1
26,315176,2013-10-30,20.0,2013,10,30,2
26,315176,2013-10-31,3.0,2013,10,31,3
26,315176,2013-11-01,5.0,2013,11,1,4
26,315176,2013-11-02,14.0,2013,11,2,5
26,315176,2013-11-03,19.0,2013,11,3,6
26,315176,2013-11-04,20.0,2013,11,4,0
26,315176,2013-11-05,1.0,2013,11,5,1
26,315176,2013-11-06,19.0,2013,11,6,2
26,315176,2013-11-07,6.0,2013,11,7,3
26,315176,2013-11-08,4.0,2013,11,8,4
26,315176,2013-11-09,22.0,2013,11,9,5
26,315176,2013-11-10,19.0,2013,11,10,6
26,315176,2013-11-11,16.0,2013,11,11,0
26,315176,2013-11-12,7.0,2013,11,12,1
26,315176,2013-11-13,8.0,2013,11,13,2
26,315176,2013-11-14,5.0,2013,11,14,3
26,315176,2013-11-15,17.0,2013,11,15,4
26,315176,2013-11-16,5.0,2013,11,16,5
26,315176,2013-11-17,55.0,2013,11,17,6
26,315176,2013-11-18,9.0,2013,11,18,0
26,315176,2013-11-19,6.0,2013,11,19,1
26,315176,2013-11-20,65.0,2013,11,20,2
26,315176,2013-11-21,4.0,2013,11,21,3
26,315176,2013-11-22,2.0,2013,11,22,4
26,315176,2013-11-23,0.0,2013,11,23,5
26,315176,2013-11-24,53.0,2013,11,24,6
26,315176,2013-11-25,13.0,2013,11,25,0
26,315176,2013-11-26,16.0,2013,11,26,1
26,315176,2013-11-27,4.0,2013,11,27,2
26,315176,2013-11-28,6.0,2013,11,28,3
26,315176,2013-11-29,2.0,2013,11,29,4
26,315176,2013-11-30,12.0,2013,11,30,5
26,315176,2013-12-01,19.0,2013,12,1,6
26,315176,2013-12-02,32.0,2013,12,2,0
26,315176,2013-12-03,11.0,2013,12,3,1
26,315176,2013-12-04,3.0,2013,12,4,2
26,315176,2013-12-05,7.0,2013,12,5,3
26,315176,2013-12-06,13.0,2013,12,6,4
26,315176,2013-12-07,10.0,2013,12,7,5
26,315176,2013-12-08,18.0,2013,12,8,6
26,315176,2013-12-09,5.0,2013,12,9,0
26,315176,2013-12-10,9.0,2013,12,10,1
26,315176,2013-12-11,22.0,2013,12,11,2
26,315176,2013-12-12,0.0,2013,12,12,3
26,315176,2013-12-13,0.0,2013,12,13,4
26,315176,2013-12-14,18.0,2013,12,14,5
26,315176,2013-12-15,55.0,2013,12,15,6
26,315176,2013-12-16,12.0,2013,12,16,0
26,315176,2013-12-17,3.0,2013,12,17,1
26,315176,2013-12-18,19.0,2013,12,18,2
26,315176,2013-12-19,18.0,2013,12,19,3
26,315176,2013-12-20,0.0,2013,12,20,4
26,315176,2013-12-21,15.0,2013,12,21,5
26,315176,2013-12-22,4.0,2013,12,22,6
26,315176,2013-12-23,8.0,2013,12,23,0
26,315176,2013-12-24,2.0,2013,12,24,1
26,315176,2013-12-25,0.0,2013,12,25,2
26,315176,2013-12-26,1.0,2013,12,26,3
26,315176,2013-12-27,1.0,2013,12,27,4
26,315176,2013-12-28,10.0,2013,12,28,5
26,315176,2013-12-29,4.0,2013,12,29,6
26,315176,2013-12-30,5.0,2013,12,30,0
26,315176,2013-12-31,4.0,2013,12,31,1
26,315176,2014-01-01,0.0,2014,1,1,2
26,315176,2014-01-02,10.0,2014,1,2,3
26,315176,2014-01-03,18.0,2014,1,3,4
26,315176,2014-01-04,29.0,2014,1,4,5
26,315176,2014-01-05,28.0,2014,1,5,6
26,315176,2014-01-06,14.0,2014,1,6,0
26,315176,2014-01-07,12.0,2014,1,7,1
26,315176,2014-01-08,14.0,2014,1,8,2
26,315176,2014-01-09,0.0,2014,1,9,3
26,315176,2014-01-10,9.0,2014,1,10,4
26,315176,2014-01-11,17.0,2014,1,11,5
26,315176,2014-01-12,25.0,2014,1,12,6
26,315176,2014-01-13,5.0,2014,1,13,0
26,315176,2014-01-14,2.0,2014,1,14,1
26,315176,2014-01-15,4.0,2014,1,15,2
26,315176,2014-01-16,7.0,2014,1,16,3
26,315176,2014-01-17,10.0,2014,1,17,4
26,315176,2014-01-18,44.0,2014,1,18,5
26,315176,2014-01-19,13.0,2014,1,19,6
26,315176,2014-01-20,16.0,2014,1,20,0
26,315176,2014-01-21,19.0,2014,1,21,1
26,315176,2014-01-22,10.0,2014,1,22,2
26,315176,2014-01-23,8.0,2014,1,23,3
26,315176,2014-01-24,3.0,2014,1,24,4
26,315176,2014-01-25,8.0,2014,1,25,5
26,315176,2014-01-26,41.0,2014,1,26,6
26,315176,2014-01-27,27.0,2014,1,27,0
26,315176,2014-01-28,12.0,2014,1,28,1
26,315176,2014-01-29,7.0,2014,1,29,2
26,315176,2014-01-30,4.0,2014,1,30,3
26,315176,2014-01-31,5.0,2014,1,31,4
26,315176,2014-02-01,45.0,2014,2,1,5
26,315176,2014-02-02,40.0,2014,2,2,6
26,315176,2014-02-03,16.0,2014,2,3,0
26,315176,2014-02-04,22.0,2014,2,4,1
26,315176,2014-02-05,3.0,2014,2,5,2
26,315176,2014-02-06,7.0,2014,2,6,3
26,315176,2014-02-07,8.0,2014,2,7,4
26,315176,2014-02-08,5.0,2014,2,8,5
26,315176,2014-02-09,62.0,2014,2,9,6
26,315176,2014-02-10,16.0,2014,2,10,0
26,315176,2014-02-11,10.0,2014,2,11,1
26,315176,2014-02-12,10.0,2014,2,12,2
26,315176,2014-02-13,4.0,2014,2,13,3
26,315176,2014-02-14,0.0,2014,2,14,4
26,315176,2014-02-15,13.0,2014,2,15,5
26,315176,2014-02-16,25.0,2014,2,16,6
26,315176,2014-02-17,11.0,2014,2,17,0
26,315176,2014-02-18,12.0,2014,2,18,1
26,315176,2014-02-19,10.0,2014,2,19,2
26,315176,2014-02-20,3.0,2014,2,20,3
26,315176,2014-02-21,0.0,2014,2,21,4
26,315176,2014-02-22,2.0,2014,2,22,5
26,315176,2014-02-23,2.0,2014,2,23,6
26,315176,2014-02-24,1.0,2014,2,24,0
26,315176,2014-02-25,3.0,2014,2,25,1
26,315176,2014-02-26,14.0,2014,2,26,2
26,315176,2014-02-27,5.0,2014,2,27,3
26,315176,2014-02-28,3.0,2014,2,28,4
26,315176,2014-03-01,11.0,2014,3,1,5
26,315176,2014-03-02,4.0,2014,3,2,6
26,315176,2014-03-03,0.0,2014,3,3,0
26,315176,2014-03-04,7.0,2014,3,4,1
26,315176,2014-03-05,2.0,2014,3,5,2
26,315176,2014-03-06,1.0,2014,3,6,3
26,315176,2014-03-07,15.0,2014,3,7,4
26,315176,2014-03-08,6.0,2014,3,8,5
26,315176,2014-03-09,37.0,2014,3,9,6
26,315176,2014-03-10,4.0,2014,3,10,0
26,315176,2014-03-11,3.0,2014,3,11,1
26,315176,2014-03-12,9.0,2014,3,12,2
26,315176,2014-03-13,0.0,2014,3,13,3
26,315176,2014-03-14,14.0,2014,3,14,4
26,315176,2014-03-15,9.0,2014,3,15,5
26,315176,2014-03-16,10.0,2014,3,16,6
26,315176,2014-03-17,8.0,2014,3,17,0
26,315176,2014-03-18,2.0,2014,3,18,1
26,315176,2014-03-19,1.0,2014,3,19,2
26,315176,2014-03-20,2.0,2014,3,20,3
26,315176,2014-03-21,3.0,2014,3,21,4
26,315176,2014-03-22,6.0,2014,3,22,5
26,315176,2014-03-23,31.0,2014,3,23,6
26,315176,2014-03-24,0.0,2014,3,24,0
26,315176,2014-03-25,3.0,2014,3,25,1
26,315176,2014-03-26,10.0,2014,3,26,2
26,315176,2014-03-27,1.0,2014,3,27,3
26,315176,2014-03-28,16.0,2014,3,28,4
26,315176,2014-03-29,2.0,2014,3,29,5
26,315176,2014-03-30,22.0,2014,3,30,6
26,315176,2014-03-31,6.0,2014,3,31,0
26,364606,2013-01-02,29.0,2013,1,2,2
26,364606,2013-01-03,46.0,2013,1,3,3
26,364606,2013-01-04,28.0,2013,1,4,4
26,364606,2013-01-05,62.0,2013,1,5,5
26,364606,2013-01-06,51.0,2013,1,6,6
26,364606,2013-01-07,23.0,2013,1,7,0
26,364606,2013-01-08,32.0,2013,1,8,1
26,364606,2013-01-09,29.0,2013,1,9,2
26,364606,2013-01-10,34.0,2013,1,10,3
26,364606,2013-01-11,42.0,2013,1,11,4
26,364606,2013-01-12,39.0,2013,1,12,5
26,364606,2013-01-13,57.0,2013,1,13,6
26,364606,2013-01-14,36.0,2013,1,14,0
26,364606,2013-01-15,46.0,2013,1,15,1
26,364606,2013-01-16,44.0,2013,1,16,2
26,364606,2013-01-17,39.0,2013,1,17,3
26,364606,2013-01-18,23.0,2013,1,18,4
26,364606,2013-01-19,63.0,2013,1,19,5
26,364606,2013-01-20,65.0,2013,1,20,6
26,364606,2013-01-21,26.0,2013,1,21,0
26,364606,2013-01-22,30.0,2013,1,22,1
26,364606,2013-01-23,30.0,2013,1,23,2
26,364606,2013-01-24,27.0,2013,1,24,3
26,364606,2013-01-25,17.0,2013,1,25,4
26,364606,2013-01-26,46.0,2013,1,26,5
26,364606,2013-01-27,54.0,2013,1,27,6
26,364606,2013-01-28,29.0,2013,1,28,0
26,364606,2013-01-29,31.0,2013,1,29,1
26,364606,2013-01-30,37.0,2013,1,30,2
26,364606,2013-01-31,39.0,2013,1,31,3
26,364606,2013-02-01,39.0,2013,2,1,4
26,364606,2013-02-02,76.0,2013,2,2,5
26,364606,2013-02-03,83.0,2013,2,3,6
26,364606,2013-02-04,42.0,2013,2,4,0
26,364606,2013-02-05,31.0,2013,2,5,1
26,364606,2013-02-06,30.0,2013,2,6,2
26,364606,2013-02-07,19.0,2013,2,7,3
26,364606,2013-02-08,21.0,2013,2,8,4
26,364606,2013-02-09,51.0,2013,2,9,5
26,364606,2013-02-10,37.0,2013,2,10,6
26,364606,2013-02-11,16.0,2013,2,11,0
26,364606,2013-02-12,27.0,2013,2,12,1
26,364606,2013-02-13,47.0,2013,2,13,2
26,364606,2013-02-14,22.0,2013,2,14,3
26,364606,2013-02-15,41.0,2013,2,15,4
26,364606,2013-02-16,60.0,2013,2,16,5
26,364606,2013-02-17,40.0,2013,2,17,6
26,364606,2013-02-18,43.0,2013,2,18,0
26,364606,2013-02-19,30.0,2013,2,19,1
26,364606,2013-02-20,35.0,2013,2,20,2
26,364606,2013-02-21,17.0,2013,2,21,3
26,364606,2013-02-22,20.0,2013,2,22,4
26,364606,2013-02-23,41.0,2013,2,23,5
26,364606,2013-02-24,24.0,2013,2,24,6
26,364606,2013-02-25,36.0,2013,2,25,0
26,364606,2013-02-26,31.0,2013,2,26,1
26,364606,2013-02-27,22.0,2013,2,27,2
26,364606,2013-02-28,36.0,2013,2,28,3
26,364606,2013-03-01,67.0,2013,3,1,4
26,364606,2013-03-02,70.0,2013,3,2,5
26,364606,2013-03-03,73.0,2013,3,3,6
26,364606,2013-03-04,45.0,2013,3,4,0
26,364606,2013-03-05,41.0,2013,3,5,1
26,364606,2013-03-06,38.0,2013,3,6,2
26,364606,2013-03-07,40.0,2013,3,7,3
26,364606,2013-03-08,27.0,2013,3,8,4
26,364606,2013-03-09,41.0,2013,3,9,5
26,364606,2013-03-10,37.0,2013,3,10,6
26,364606,2013-03-11,22.0,2013,3,11,0
26,364606,2013-03-12,15.0,2013,3,12,1
26,364606,2013-03-13,25.0,2013,3,13,2
26,364606,2013-03-14,21.0,2013,3,14,3
26,364606,2013-03-15,50.0,2013,3,15,4
26,364606,2013-03-16,60.0,2013,3,16,5
26,364606,2013-03-17,98.0,2013,3,17,6
26,364606,2013-03-18,56.0,2013,3,18,0
26,364606,2013-03-19,23.0,2013,3,19,1
26,364606,2013-03-20,30.0,2013,3,20,2
26,364606,2013-03-21,25.0,2013,3,21,3
26,364606,2013-03-22,19.0,2013,3,22,4
26,364606,2013-03-23,50.0,2013,3,23,5
26,364606,2013-03-24,27.0,2013,3,24,6
26,364606,2013-03-25,28.0,2013,3,25,0
26,364606,2013-03-26,26.0,2013,3,26,1
26,364606,2013-03-27,32.0,2013,3,27,2
26,364606,2013-03-28,37.0,2013,3,28,3
26,364606,2013-03-29,38.0,2013,3,29,4
26,364606,2013-03-30,40.0,2013,3,30,5
26,364606,2013-03-31,36.0,2013,3,31,6
26,364606,2013-04-01,84.0,2013,4,1,0
26,364606,2013-04-02,55.0,2013,4,2,1
26,364606,2013-04-03,42.0,2013,4,3,2
26,364606,2013-04-04,40.0,2013,4,4,3
26,364606,2013-04-05,25.0,2013,4,5,4
26,364606,2013-04-06,47.0,2013,4,6,5
26,364606,2013-04-07,50.0,2013,4,7,6
26,364606,2013-04-08,26.0,2013,4,8,0
26,364606,2013-04-09,25.0,2013,4,9,1
26,364606,2013-04-10,36.0,2013,4,10,2
26,364606,2013-04-11,32.0,2013,4,11,3
26,364606,2013-04-12,31.0,2013,4,12,4
26,364606,2013-04-13,65.0,2013,4,13,5
26,364606,2013-04-14,59.0,2013,4,14,6
26,364606,2013-04-15,36.0,2013,4,15,0
26,364606,2013-04-16,48.0,2013,4,16,1
26,364606,2013-04-17,46.0,2013,4,17,2
26,364606,2013-04-18,36.0,2013,4,18,3
26,364606,2013-04-19,30.0,2013,4,19,4
26,364606,2013-04-20,41.0,2013,4,20,5
26,364606,2013-04-21,42.0,2013,4,21,6
26,364606,2013-04-22,30.0,2013,4,22,0
26,364606,2013-04-23,34.0,2013,4,23,1
26,364606,2013-04-24,17.0,2013,4,24,2
26,364606,2013-04-25,21.0,2013,4,25,3
26,364606,2013-04-26,14.0,2013,4,26,4
26,364606,2013-04-27,50.0,2013,4,27,5
26,364606,2013-04-28,47.0,2013,4,28,6
26,364606,2013-04-29,31.0,2013,4,29,0
26,364606,2013-04-30,42.0,2013,4,30,1
26,364606,2013-05-01,79.0,2013,5,1,2
26,364606,2013-05-02,41.0,2013,5,2,3
26,364606,2013-05-03,30.0,2013,5,3,4
26,364606,2013-05-04,53.0,2013,5,4,5
26,364606,2013-05-05,79.0,2013,5,5,6
26,364606,2013-05-06,39.0,2013,5,6,0
26,364606,2013-05-07,25.0,2013,5,7,1
26,364606,2013-05-08,31.0,2013,5,8,2
26,364606,2013-05-09,22.0,2013,5,9,3
26,364606,2013-05-10,25.0,2013,5,10,4
26,364606,2013-05-11,53.0,2013,5,11,5
26,364606,2013-05-12,50.0,2013,5,12,6
26,364606,2013-05-13,29.0,2013,5,13,0
26,364606,2013-05-14,31.0,2013,5,14,1
26,364606,2013-05-15,34.0,2013,5,15,2
26,364606,2013-05-16,32.0,2013,5,16,3
26,364606,2013-05-17,25.0,2013,5,17,4
26,364606,2013-05-18,54.0,2013,5,18,5
26,364606,2013-05-19,73.0,2013,5,19,6
26,364606,2013-05-20,24.0,2013,5,20,0
26,364606,2013-05-21,22.0,2013,5,21,1
26,364606,2013-05-22,32.0,2013,5,22,2
26,364606,2013-05-23,24.0,2013,5,23,3
26,364606,2013-05-24,55.0,2013,5,24,4
26,364606,2013-05-25,41.0,2013,5,25,5
26,364606,2013-05-26,57.0,2013,5,26,6
26,364606,2013-05-27,23.0,2013,5,27,0
26,364606,2013-05-28,30.0,2013,5,28,1
26,364606,2013-05-29,27.0,2013,5,29,2
26,364606,2013-05-30,26.0,2013,5,30,3
26,364606,2013-05-31,35.0,2013,5,31,4
26,364606,2013-06-01,84.0,2013,6,1,5
26,364606,2013-06-02,92.0,2013,6,2,6
26,364606,2013-06-03,45.0,2013,6,3,0
26,364606,2013-06-04,35.0,2013,6,4,1
26,364606,2013-06-05,23.0,2013,6,5,2
26,364606,2013-06-06,16.0,2013,6,6,3
26,364606,2013-06-07,21.0,2013,6,7,4
26,364606,2013-06-08,36.0,2013,6,8,5
26,364606,2013-06-09,60.0,2013,6,9,6
26,364606,2013-06-10,31.0,2013,6,10,0
26,364606,2013-06-11,9.0,2013,6,11,1
26,364606,2013-06-12,24.0,2013,6,12,2
26,364606,2013-06-13,6.0,2013,6,13,3
26,364606,2013-06-14,29.0,2013,6,14,4
26,364606,2013-06-15,71.0,2013,6,15,5
26,364606,2013-06-16,40.0,2013,6,16,6
26,364606,2013-06-17,41.0,2013,6,17,0
26,364606,2013-06-18,24.0,2013,6,18,1
26,364606,2013-06-19,22.0,2013,6,19,2
26,364606,2013-06-20,13.0,2013,6,20,3
26,364606,2013-06-21,14.0,2013,6,21,4
26,364606,2013-06-22,41.0,2013,6,22,5
26,364606,2013-06-23,54.0,2013,6,23,6
26,364606,2013-06-24,24.0,2013,6,24,0
26,364606,2013-06-25,23.0,2013,6,25,1
26,364606,2013-06-26,15.0,2013,6,26,2
26,364606,2013-06-27,13.0,2013,6,27,3
26,364606,2013-06-28,22.0,2013,6,28,4
26,364606,2013-06-29,50.0,2013,6,29,5
26,364606,2013-06-30,67.0,2013,6,30,6
26,364606,2013-07-01,55.0,2013,7,1,0
26,364606,2013-07-02,44.0,2013,7,2,1
26,364606,2013-07-03,22.0,2013,7,3,2
26,364606,2013-07-04,29.0,2013,7,4,3
26,364606,2013-07-05,15.0,2013,7,5,4
26,364606,2013-07-06,35.0,2013,7,6,5
26,364606,2013-07-07,50.0,2013,7,7,6
26,364606,2013-07-08,21.0,2013,7,8,0
26,364606,2013-07-09,14.0,2013,7,9,1
26,364606,2013-07-10,16.0,2013,7,10,2
26,364606,2013-07-11,17.0,2013,7,11,3
26,364606,2013-07-12,13.0,2013,7,12,4
26,364606,2013-07-13,25.0,2013,7,13,5
26,364606,2013-07-14,40.0,2013,7,14,6
26,364606,2013-07-15,41.0,2013,7,15,0
26,364606,2013-07-16,22.0,2013,7,16,1
26,364606,2013-07-17,22.0,2013,7,17,2
26,364606,2013-07-18,19.0,2013,7,18,3
26,364606,2013-07-19,18.0,2013,7,19,4
26,364606,2013-07-20,28.0,2013,7,20,5
26,364606,2013-07-21,54.0,2013,7,21,6
26,364606,2013-07-22,13.0,2013,7,22,0
26,364606,2013-07-23,20.0,2013,7,23,1
26,364606,2013-07-24,19.0,2013,7,24,2
26,364606,2013-07-25,15.0,2013,7,25,3
26,364606,2013-07-26,24.0,2013,7,26,4
26,364606,2013-07-27,27.0,2013,7,27,5
26,364606,2013-07-28,28.0,2013,7,28,6
26,364606,2013-07-29,28.0,2013,7,29,0
26,364606,2013-07-30,24.0,2013,7,30,1
26,364606,2013-07-31,27.0,2013,7,31,2
26,364606,2013-08-01,37.0,2013,8,1,3
26,364606,2013-08-02,25.0,2013,8,2,4
26,364606,2013-08-03,50.0,2013,8,3,5
26,364606,2013-08-04,72.0,2013,8,4,6
26,364606,2013-08-05,19.0,2013,8,5,0
26,364606,2013-08-06,20.0,2013,8,6,1
26,364606,2013-08-07,23.0,2013,8,7,2
26,364606,2013-08-08,18.0,2013,8,8,3
26,364606,2013-08-09,15.0,2013,8,9,4
26,364606,2013-08-10,25.0,2013,8,10,5
26,364606,2013-08-11,52.0,2013,8,11,6
26,364606,2013-08-12,22.0,2013,8,12,0
26,364606,2013-08-13,12.0,2013,8,13,1
26,364606,2013-08-14,23.0,2013,8,14,2
26,364606,2013-08-15,21.0,2013,8,15,3
26,364606,2013-08-16,33.0,2013,8,16,4
26,364606,2013-08-17,48.0,2013,8,17,5
26,364606,2013-08-18,54.0,2013,8,18,6
26,364606,2013-08-19,26.0,2013,8,19,0
26,364606,2013-08-20,19.0,2013,8,20,1
26,364606,2013-08-21,24.0,2013,8,21,2
26,364606,2013-08-22,20.0,2013,8,22,3
26,364606,2013-08-23,15.0,2013,8,23,4
26,364606,2013-08-24,40.0,2013,8,24,5
26,364606,2013-08-25,32.0,2013,8,25,6
26,364606,2013-08-26,21.0,2013,8,26,0
26,364606,2013-08-27,19.0,2013,8,27,1
26,364606,2013-08-28,28.0,2013,8,28,2
26,364606,2013-08-29,20.0,2013,8,29,3
26,364606,2013-08-30,25.0,2013,8,30,4
26,364606,2013-08-31,62.0,2013,8,31,5
26,364606,2013-09-01,84.0,2013,9,1,6
26,364606,2013-09-02,43.0,2013,9,2,0
26,364606,2013-09-03,19.0,2013,9,3,1
26,364606,2013-09-04,23.0,2013,9,4,2
26,364606,2013-09-05,23.0,2013,9,5,3
26,364606,2013-09-06,25.0,2013,9,6,4
26,364606,2013-09-07,50.0,2013,9,7,5
26,364606,2013-09-08,42.0,2013,9,8,6
26,364606,2013-09-09,18.0,2013,9,9,0
26,364606,2013-09-10,15.0,2013,9,10,1
26,364606,2013-09-11,32.0,2013,9,11,2
26,364606,2013-09-12,11.0,2013,9,12,3
26,364606,2013-09-13,15.0,2013,9,13,4
26,364606,2013-09-14,35.0,2013,9,14,5
26,364606,2013-09-15,60.0,2013,9,15,6
26,364606,2013-09-16,26.0,2013,9,16,0
26,364606,2013-09-17,15.0,2013,9,17,1
26,364606,2013-09-18,21.0,2013,9,18,2
26,364606,2013-09-19,19.0,2013,9,19,3
26,364606,2013-09-20,26.0,2013,9,20,4
26,364606,2013-09-21,36.0,2013,9,21,5
26,364606,2013-09-22,44.0,2013,9,22,6
26,364606,2013-09-23,27.0,2013,9,23,0
26,364606,2013-09-24,23.0,2013,9,24,1
26,364606,2013-09-25,23.0,2013,9,25,2
26,364606,2013-09-26,11.0,2013,9,26,3
26,364606,2013-09-27,21.0,2013,9,27,4
26,364606,2013-09-28,40.0,2013,9,28,5
26,364606,2013-09-29,47.0,2013,9,29,6
26,364606,2013-09-30,48.0,2013,9,30,0
26,364606,2013-10-01,42.0,2013,10,1,1
26,364606,2013-10-02,28.0,2013,10,2,2
26,364606,2013-10-03,24.0,2013,10,3,3
26,364606,2013-10-04,26.0,2013,10,4,4
26,364606,2013-10-05,35.0,2013,10,5,5
26,364606,2013-10-06,38.0,2013,10,6,6
26,364606,2013-10-07,21.0,2013,10,7,0
26,364606,2013-10-08,19.0,2013,10,8,1
26,364606,2013-10-09,19.0,2013,10,9,2
26,364606,2013-10-10,13.0,2013,10,10,3
26,364606,2013-10-11,20.0,2013,10,11,4
26,364606,2013-10-12,27.0,2013,10,12,5
26,364606,2013-10-13,43.0,2013,10,13,6
26,364606,2013-10-14,32.0,2013,10,14,0
26,364606,2013-10-15,19.0,2013,10,15,1
26,364606,2013-10-16,35.0,2013,10,16,2
26,364606,2013-10-17,18.0,2013,10,17,3
26,364606,2013-10-18,19.0,2013,10,18,4
26,364606,2013-10-19,33.0,2013,10,19,5
26,364606,2013-10-20,28.0,2013,10,20,6
26,364606,2013-10-21,14.0,2013,10,21,0
26,364606,2013-10-22,11.0,2013,10,22,1
26,364606,2013-10-23,22.0,2013,10,23,2
26,364606,2013-10-24,11.0,2013,10,24,3
26,364606,2013-10-25,18.0,2013,10,25,4
26,364606,2013-10-26,29.0,2013,10,26,5
26,364606,2013-10-27,38.0,2013,10,27,6
26,364606,2013-10-28,10.0,2013,10,28,0
26,364606,2013-10-29,10.0,2013,10,29,1
26,364606,2013-10-30,22.0,2013,10,30,2
26,364606,2013-10-31,24.0,2013,10,31,3
26,364606,2013-11-01,43.0,2013,11,1,4
26,364606,2013-11-02,39.0,2013,11,2,5
26,364606,2013-11-03,46.0,2013,11,3,6
26,364606,2013-11-04,28.0,2013,11,4,0
26,364606,2013-11-05,15.0,2013,11,5,1
26,364606,2013-11-06,26.0,2013,11,6,2
26,364606,2013-11-07,20.0,2013,11,7,3
26,364606,2013-11-08,14.0,2013,11,8,4
26,364606,2013-11-09,33.0,2013,11,9,5
26,364606,2013-11-10,46.0,2013,11,10,6
26,364606,2013-11-11,17.0,2013,11,11,0
26,364606,2013-11-12,13.0,2013,11,12,1
26,364606,2013-11-13,11.0,2013,11,13,2
26,364606,2013-11-14,18.0,2013,11,14,3
26,364606,2013-11-15,28.0,2013,11,15,4
26,364606,2013-11-16,29.0,2013,11,16,5
26,364606,2013-11-17,55.0,2013,11,17,6
26,364606,2013-11-18,19.0,2013,11,18,0
26,364606,2013-11-19,15.0,2013,11,19,1
26,364606,2013-11-20,19.0,2013,11,20,2
26,364606,2013-11-21,9.0,2013,11,21,3
26,364606,2013-11-22,10.0,2013,11,22,4
26,364606,2013-11-23,37.0,2013,11,23,5
26,364606,2013-11-24,31.0,2013,11,24,6
26,364606,2013-11-25,20.0,2013,11,25,0
26,364606,2013-11-26,10.0,2013,11,26,1
26,364606,2013-11-27,13.0,2013,11,27,2
26,364606,2013-11-28,26.0,2013,11,28,3
26,364606,2013-11-29,12.0,2013,11,29,4
26,364606,2013-11-30,39.0,2013,11,30,5
26,364606,2013-12-01,48.0,2013,12,1,6
26,364606,2013-12-02,27.0,2013,12,2,0
26,364606,2013-12-03,147.0,2013,12,3,1
26,364606,2013-12-04,27.0,2013,12,4,2
26,364606,2013-12-05,12.0,2013,12,5,3
26,364606,2013-12-06,18.0,2013,12,6,4
26,364606,2013-12-07,23.0,2013,12,7,5
26,364606,2013-12-08,45.0,2013,12,8,6
26,364606,2013-12-09,21.0,2013,12,9,0
26,364606,2013-12-10,29.0,2013,12,10,1
26,364606,2013-12-11,17.0,2013,12,11,2
26,364606,2013-12-12,15.0,2013,12,12,3
26,364606,2013-12-13,44.0,2013,12,13,4
26,364606,2013-12-14,38.0,2013,12,14,5
26,364606,2013-12-15,64.0,2013,12,15,6
26,364606,2013-12-16,32.0,2013,12,16,0
26,364606,2013-12-17,22.0,2013,12,17,1
26,364606,2013-12-18,24.0,2013,12,18,2
26,364606,2013-12-19,43.0,2013,12,19,3
26,364606,2013-12-20,40.0,2013,12,20,4
26,364606,2013-12-21,135.0,2013,12,21,5
26,364606,2013-12-22,140.0,2013,12,22,6
26,364606,2013-12-23,99.0,2013,12,23,0
26,364606,2013-12-24,132.0,2013,12,24,1
26,364606,2013-12-25,0.0,2013,12,25,2
26,364606,2013-12-26,49.0,2013,12,26,3
26,364606,2013-12-27,35.0,2013,12,27,4
26,364606,2013-12-28,84.0,2013,12,28,5
26,364606,2013-12-29,86.0,2013,12,29,6
26,364606,2013-12-30,76.0,2013,12,30,0
26,364606,2013-12-31,50.0,2013,12,31,1
26,364606,2014-01-01,0.0,2014,1,1,2
26,364606,2014-01-02,37.0,2014,1,2,3
26,364606,2014-01-03,21.0,2014,1,3,4
26,364606,2014-01-04,28.0,2014,1,4,5
26,364606,2014-01-05,46.0,2014,1,5,6
26,364606,2014-01-06,23.0,2014,1,6,0
26,364606,2014-01-07,12.0,2014,1,7,1
26,364606,2014-01-08,20.0,2014,1,8,2
26,364606,2014-01-09,13.0,2014,1,9,3
26,364606,2014-01-10,18.0,2014,1,10,4
26,364606,2014-01-11,20.0,2014,1,11,5
26,364606,2014-01-12,29.0,2014,1,12,6
26,364606,2014-01-13,9.0,2014,1,13,0
26,364606,2014-01-14,19.0,2014,1,14,1
26,364606,2014-01-15,31.0,2014,1,15,2
26,364606,2014-01-16,17.0,2014,1,16,3
26,364606,2014-01-17,15.0,2014,1,17,4
26,364606,2014-01-18,31.0,2014,1,18,5
26,364606,2014-01-19,40.0,2014,1,19,6
26,364606,2014-01-20,23.0,2014,1,20,0
26,364606,2014-01-21,7.0,2014,1,21,1
26,364606,2014-01-22,20.0,2014,1,22,2
26,364606,2014-01-23,14.0,2014,1,23,3
26,364606,2014-01-24,17.0,2014,1,24,4
26,364606,2014-01-25,30.0,2014,1,25,5
26,364606,2014-01-26,43.0,2014,1,26,6
26,364606,2014-01-27,20.0,2014,1,27,0
26,364606,2014-01-28,11.0,2014,1,28,1
26,364606,2014-01-29,16.0,2014,1,29,2
26,364606,2014-01-30,17.0,2014,1,30,3
26,364606,2014-01-31,21.0,2014,1,31,4
26,364606,2014-02-01,74.0,2014,2,1,5
26,364606,2014-02-02,63.0,2014,2,2,6
26,364606,2014-02-03,47.0,2014,2,3,0
